"Road Name","Asset ID (Identifier)","Easting (Location/Map Coordinates)","Northing (Location/Map Coordinates)","Seat Type New","Geometry"
"CBS ST","1418","280877.6675","6132672.1","Adelaide Suite","POINT (15429008.3204428 -4153662.96375909)"
"CBS ST","1419","280877.4436","6132673.5183","Adelaide Suite","POINT (15429008.089215 -4153661.22225666)"
"CBS ST","1420","280876.9171","6132682.63","Adelaide Suite","POINT (15429007.7141921 -4153650.06094122)"
"CBS ST","1421","280877.0664","6132681.6597","Adelaide Suite","POINT (15429007.8676611 -4153651.2522384)"
"CBS ST","1222","280805.4027","6132661.2637","Adelaide Suite Bench Curved","POINT (15428920.0047471 -4153674.09880148)"
"CBS ST","1223","280805.2534","6132664.3988","Adelaide Suite Bench Curved","POINT (15428919.9145326 -4153670.25941159)"
"CBS ST","1224","280810.1054","6132664.5481","Adelaide Suite Bench Curved","POINT (15428925.8273296 -4153670.21917385)"
"CBS ST","1225","280811.8222","6132665.5931","Adelaide Suite Bench Curved","POINT (15428927.9484608 -4153668.99126152)"
"CBS ST","1226","280872.1744","6132644.1128","Willow","POINT (15429000.8139124 -4153697.03796029)"
"CBS ST","1227","280881.5798","6132637.8426","Willow","POINT (15429012.0840777 -4153704.98394035)"
"CBS ST","1228","280875.1034","6132637.0586","Willow","POINT (15429004.1746322 -4153705.75296468)"
"CBS ST","1229","280871.5205","6132640.2683","Willow","POINT (15428999.9053497 -4153701.72157049)"
"CBS ST","1230","280882.0276","6132644.1128","Willow","POINT (15429012.8125039 -4153697.32703688)"
"CBS ST","1231","280876.6532","6132646.3522","Willow","POINT (15429006.3333101 -4153694.43001114)"
"GILBERT PL","1691","280675.5013","6132795.3071","Willow","POINT (15428765.7380459 -4153506.318286)"
"GILBERT PL","1692","280662.8489","6132799.4126","Willow","POINT (15428750.4510716 -4153500.92479069)"
"PRINCE ALFRED LN","1699","280843.0285","6132468.9441","Adelaide Suite","POINT (15428960.2049491 -4153910.46029689)"
"PRINCE ALFRED LN","1017","280874.203","6132445.592","Adelaide Suite","POINT (15428997.4858751 -4153939.94114434)"
"PRINCE ALFRED LN","1018","280849.2014","6132469.33","Adelaide Suite","POINT (15428967.7333227 -4153910.1693772)"
"PRINCE ALFRED LN","654","280852.898","6132443.359","Adelaide Suite","POINT (15428971.4762319 -4153942.04757854)"
"PRINCE ALFRED LN","655","280852.7378","6132447.2583","Adelaide Suite","POINT (15428971.3950522 -4153937.27294776)"
"PRINCE ALFRED LN","656","280852.3645","6132450.9906","Adelaide Suite","POINT (15428971.0494892 -4153932.69635315)"
"PRINCE ALFRED LN","658","280844.6761","6132447.109","Adelaide Suite","POINT (15428961.5734645 -4153937.21901508)"
"PRINCE ALFRED LN","659","280844.3028","6132453.9017","Adelaide Suite","POINT (15428961.3173087 -4153928.89870207)"
"PRINCE ALFRED LN","660","280849.8732","6132461.1937","Adelaide Suite","POINT (15428968.3137355 -4153920.14202975)"
"PRINCE ALFRED LN","661","280849.5","6132465.3738","Adelaide Suite","POINT (15428967.9813769 -4153915.0176621)"
"PRINCE ALFRED LN","662","280843.5284","6132463.5077","Adelaide Suite","POINT (15428960.6548941 -4153917.12518204)"
"PRINCE ALFRED LN","663","280846.797","6132498.753","Adelaide Suite","POINT (15428965.6648529 -4153874.1064511)"
"PRINCE ALFRED LN","664","280846.208","6132504.593","Adelaide Suite","POINT (15428965.1181935 -4153866.94526491)"
"PRINCE ALFRED LN","665","280849.4254","6132490.5294","Adelaide Suite","POINT (15428968.6253739 -4153884.24327817)"
"PRINCE ALFRED LN","666","280853.8295","6132490.828","Adelaide Suite","POINT (15428973.9972137 -4153884.00724177)"
"PRINCE ALFRED LN","667","280870.009","6132489.156","Adelaide Suite","POINT (15428993.6510542 -4153886.52729867)"
"PRINCE ALFRED LN","668","280872.153","6132489.487","Adelaide Suite","POINT (15428996.2715911 -4153886.18530279)"
"PRINCE ALFRED LN","669","280876.3164","6132488.5139","Adelaide Suite","POINT (15429001.3131741 -4153887.49782699)"
"PRINCE ALFRED LN","670","280876.6897","6132485.4162","Adelaide Suite","POINT (15429001.6772845 -4153891.29811347)"
"PRINCE ALFRED LN","671","280877.4361","6132477.9516","Adelaide Suite","POINT (15429002.3681913 -4153900.4512643)"
"VAUGHAN PL","1169","281574.334","6132985.905","Adelaide Suite","POINT (15429865.8117048 -4153299.51218452)"
"VAUGHAN PL","1170","281572.035","6133007.401","Adelaide Suite","POINT (15429863.6379445 -4153273.15073181)"
"VICTORIA SQ ARCADE","1013","280684.029","6132156.0406","Adelaide Suite","POINT (15428757.4341054 -4154288.56567637)"
"VICTORIA SQ ARCADE","1014","280668.0998","6132154.4133","Adelaide Suite","POINT (15428737.987979 -4154290.0885111)"
"HOWARD FLOREY ST","1295","280997.7967","6131684.594","Adelaide Suite","POINT (15429125.7744337 -4154874.51872592)"
"HOWARD FLOREY ST","1296","281002.2007","6131685.5271","Adelaide Suite","POINT (15429131.1651577 -4154873.5063778)"
"HOWARD FLOREY ST","1297","280995.2171","6131708.886","Adelaide Suite","POINT (15429123.34222 -4154844.7247218)"
"HOWARD FLOREY ST","1298","280999.7704","6131709.5578","Adelaide Suite","POINT (15429128.9071259 -4154844.03642503)"
"CATHERINE HELEN SPENCE ST","1291","281095.486","6131759.457","Adelaide Suite","POINT (15429246.9320069 -4154785.79807727)"
"CATHERINE HELEN SPENCE ST","1292","281096.207","6131753.658","Adelaide Suite","POINT (15429247.6408174 -4154792.91355617)"
"CATHERINE HELEN SPENCE ST","1293","281082.302","6131752.87","Adelaide Suite","POINT (15429230.6835196 -4154793.46985745)"
"CATHERINE HELEN SPENCE ST","1294","281091.184","6131753.043","Adelaide Suite","POINT (15429241.5055722 -4154793.5186513)"
"NORTH TCE INC","881","280510.8332","6132992.7445","Adelaide Suite","POINT (15428570.9950986 -4153259.97294903)"
"NORTH TCE INC","913","281321.3344","6133062.6128","Adelaide Suite","POINT (15429559.970155 -4153198.28039331)"
"NORTH TCE INC","914","281326.5596","6133062.7621","Adelaide Suite","POINT (15429566.337157 -4153198.25072783)"
"NORTH TCE INC","915","281441.3645","6133073.0631","Adelaide Suite","POINT (15429706.4335497 -4153189.01030154)"
"NORTH TCE INC","916","281445.6939","6133073.3617","Adelaide Suite","POINT (15429711.7140955 -4153188.77171912)"
"NORTH TCE INC","924","281228.0275","6133054.8496","Adelaide Suite","POINT (15429446.1254094 -4153205.04434473)"
"NORTH TCE INC","1032","280961.3937","6133032.1574","Adelaide Suite","POINT (15429120.7873864 -4153224.98803298)"
"NORTH TCE INC","1033","280956.9149","6133030.6645","Adelaide Suite","POINT (15429115.2900404 -4153226.68282278)"
"KING WILLIAM RD INC","934","280714.0184","6133185.6286","Adelaide Suite","POINT (15428824.0472654 -4153030.0061242)"
"KING WILLIAM RD INC","930","280722.528","6133092.9935","Adelaide Suite","POINT (15428831.7022669 -4153143.56576899)"
"KING WILLIAM RD INC","931","280719.8407","6133116.8801","Adelaide Suite","POINT (15428829.128001 -4153114.26904876)"
"KING WILLIAM RD INC","1011","280692.5205","6133439.834","Adelaide Suite","POINT (15428805.2984637 -4152718.44075471)"
"KING WILLIAM RD INC","1012","280692.819","6133436.6989","Adelaide Suite Bench Curved","POINT (15428805.5703172 -4152722.28419869)"
